agency,facility,active,owner,facility_type,id,city,agency_type,public_remarks,source,state,latitude,zip_code,nprid,address,remarks,slug,name,reverse_geocoded,url,longitude,entry,owner_type,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance
,,,City of New York,,284,Astoria,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7743,11102,640,1 ST & E RIVER,,hallets-point-playground-area-b-astoria-ny,Hallets Point Playground (area B),,http://www.nycgovparks.org/facilities/playgrounds/,-73.9373,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,285,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6626,11203,641,"Albany, East New York, Lefferts Aves",,hamilton-metz-field-brooklyn-ny,Hamilton Metz Field,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9409,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,286,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8231,10031,642,"Hamilton Pl, W 140 To W 141 Sts",,hamilton-place-playground-new-york-ny,Hamilton Place Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9512,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,287,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6824,11216,643,"BEDFORD AVE, HANCOCK ST, JEFFERSON AVE",,hancock-playground-brooklyn-ny,Hancock Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9547,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,288,Forest Hills,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7362,11375,644,"102 St, 62 Ave & Yellowstone Blvd",,handball-haven-forest-hills-ny,Handball Haven,,http://www.nycgovparks.org/facilities/playgrounds/,-73.855,,Municipal/Local Government,True,True,False,False,False,False,False,False
,East Shore Park,,,,289,New Haven,,,,CT,41.2785479,6512,154,350 Woodward Avenue,,hannahs-dream-at-east-shore-park-new-haven-ct,Hannah's Dream,,,-72.8985305,,Municipal/Local Government,True,False,False,False,False,False,False,False
,,,City of New York,,290,Bronx,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.81,10473,645,Bolton Ave Bet O'brien & Cornell Aves,,harding-park-bronx-ny,Harding Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8568,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,291,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8264,10039,646,"Harlem River, W 151 To W 154 Sts",,harlem-lane-playground-new-york-ny,Harlem Lane Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9349,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,292,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8064,10035,647,"Lexington Ave, E 128 & E 129 Sts",,harlem-river-park-new-york-ny,Harlem River Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9353,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,293,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8069,10035,648,"Lexington Ave, E 129 To E 130 Sts",,harlem-river-park-new-york-ny-2,Harlem River Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9353,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,294,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6635,11215,649,11 ST & PROSPECT PARK W,,harmony-playground-brooklyn-ny,Harmony Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9769,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,295,Howard Beach,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6652,11414,650,155 Ave Bet 84 & 85 Sts,,harold-schneiderman-playground-howard-beach-ny,Harold Schneiderman Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8505,,Municipal/Local Government,True,False,True,True,False,False,False,False
,Arbor Lodge Park,,,,296,Portland,,,,OR,45.5719479,97217,1279,6825 N Delaware Avenue,,harpers-playground-at-arbor-lodge-park-portland-or,Harper's Playground,,,-122.6925117,,,True,False,False,False,False,False,False,False
,,,City of New York,,297,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7007,11201,651,"Columbia Hts, Middagh, Cranberry & Willow Sts",,harry-chapin-park-brooklyn-ny,Harry Chapin Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9949,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,298,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6434,11203,652,Ave D Bet E 56 & E 57 St,,harry-maze-playground-brooklyn-ny,Harry Maze Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9232,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,299,Woodside,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7488,11377,653,"65 To 69 Sts, 37 Ave, Broadway",,hart-playground-woodside-ny,Hart Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8973,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,300,Jamaica,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7091,11432,654,"179 Pl, N/o Jamaica Ave",,harvard-playground-jamaica-ny,Harvard Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7816,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Roger Williams Park,,City of Providence,,301,Providence,,"Children with physical disabilities can enjoy at least 70% of the play activities without having to leave their support equipment behind. It is designed to be sensory rich and developmentally appropriate for children with all types of abilities.  There is also a 3,500 square foot sensory garden which houses over 500 plants.",,RI,41.78752,2907,343,1000 Elmwood Avenue,,hasbro-boundless-playground-at-roger-williams-park-providence-ri,Hasbro Boundless Playground,,http://www.providenceri.com/parks-and-rec/roger-williams-park,-71.416692,,Municipal/Local Government,True,False,False,False,False,True,False,False
,,,City of New York,,302,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6856,11216,655,"Monroe St, Tompkins Ave, Madison St & Marcy Ave",,hattie-carthan-playground-brooklyn-ny,Hattie Carthan Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9461,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,303,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8291,10472,656,"Pugsley, Haviland, Watson Aves",,haviland-playground-bronx-ny,Haviland Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8586,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,District of Columbia,,304,Washington,,,,DC,38.90266,20002,1292,"5th and K Streets, NE",,hayes-school-playground-washington-dc,Hayes School Playground,,,-76.999214,,School,True,False,False,False,False,False,False,False
,,,City of New York,,305,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7686,10023,657,"62 ST, BET WEST & CENTER DRS",,heckscher-playground-new-york-ny,Heckscher Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9775,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,306,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.763,10036,658,"E/s 10 Ave, W 47 To W 48 St",,hells-kitchen-park-new-york-ny,Hells Kitchen Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9926,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,307,Bronx,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.8823,10463,659,INDEPENDENCE & W 227 ST,,henry-hudson-park-upper-bronx-ny,Henry Hudson Park (upper),,http://www.nycgovparks.org/facilities/playgrounds/,-73.918,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,308,Brooklyn,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.6896,11216,660,"W/O TOMPKINS AVE, E/O MARCY AVE",,herbert-von-king-park-brooklyn-ny,Herbert Von King Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9459,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,309,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6203,11234,661,Veterans Ave Bet E 68 & E 66 Sts,,hickman-playground-brooklyn-ny,Hickman Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9129,,Municipal/Local Government,True,True,False,False,False,False,False,False
,John G. Lancaster Park,,,,310,Lexington Park,,,,MD,38.256215,20653,67,21550 Willows Road,,high-hopes-boundless-playground-at-john-g-lancaster-park-lexington-park-md,High Hopes Boundless Playground,,,-76.449483,,,True,False,False,False,False,False,False,False
,,,City of New York,,311,Bronx,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.8373,10457,662,CROTONA PK E @ E 173 ST,,hill-dale-playground-bronx-ny,Hill & Dale Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8907,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,312,Glen Oaks,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7408,11004,663,"82 Ave, 256 To 257 Sts",,hillside-park-glen-oaks-ny,Hillside Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7131,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,313,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8285,10456,664,"Fulton To Franklin Aves, S/o E 167 St",,hines-park-bronx-ny,Hines Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9058,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,314,New York,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.7931,10024,665,W 91 ST & RIVERSIDE DR,,hippo-playground-new-york-ny,Hippo Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9782,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,315,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8292,10039,666,"W 155 St, 8 Ave To Harlem River Drive",,holcombe-rucker-playground-new-york-ny,Holcombe Rucker Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9361,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,316,Saint Albans,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7065,11412,667,"204 St, Hollis Ave, 205 St, 111 Ave",,hollis-playground-saint-albans-ny,Hollis Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7531,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,317,Fresh Meadows,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7414,11365,668,"Horace Harding Blvd, Bishop Reilly Hs, Peck Ave",,holy-cow-playground-fresh-meadows-ny,Holy Cow Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7774,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,318,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.586,11235,669,"Shore Pkwy To Williams Ct, E 12 St",,homecrest-playground-brooklyn-ny,Homecrest Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9573,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,,,319,Frisco,,To be completed in Spring 2013.,,TX,33.152553,75034,372,8000 McKinney Road,,hope-park-frisco-tx,Hope Park,,http://www.hopeparkfrisco.org/,-96.81427,,,True,False,False,False,False,False,False,False
,,,City of New York,,320,Oakland Gardens,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7587,11364,670,HORATIO PKWY & 50th Ave,,horatio-playground-oakland-gardens-ny,Horatio Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7535,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,321,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.631,11210,671,"Campus Rd, E 21 St & Ave H",,hot-spot-tot-lot-brooklyn-ny,Hot Spot Tot Lot,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9566,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,322,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7228,10002,672,E HOUSTON TO STANTON STS,,houston-st-playground-new-york-ny,Houston St Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.991,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,323,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.8136,10037,673,"W 135 To W 136 Sts, Lenox To 5 Aves",,howard-bennett-playground-new-york-ny,Howard Bennett Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9387,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,324,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6717,11212,674,Glenmore & Mother Gaston Blvd,,howard-playground-pool-brooklyn-ny,Howard Playground & Pool,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9082,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,325,Jamaica,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6994,11435,675,"Archer Ave, 138 Pl, 91 Ave, 138 St",,howard-von-dohlen-playground-jamaica-ny,Howard Von Dohlen Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.813,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,326,Astoria,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7716,11102,676,"Hoyt Ave, 29 To 31 Sts",,hoyt-playground-astoria-ny,Hoyt Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9172,,Municipal/Local Government,True,True,False,False,False,False,False,False
